idx,sentence,followup,response,stype,ftype,OP1_type,OP2_type,OP1,OP2,comments,slide_number_in_experiment,wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,3,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,2,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,because I agreed with some of them.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,as I thought every one of them was horrible.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
37,I didn't condone every statement the President made...,because I agreed with some of them.,2,S,F2,NEG,QD,didn't,every,,16,OP1_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,because I agreed with some of them.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,3,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,4,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,4,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,5,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,This is a contradiction ,19,NA_CONTROL
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,5,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,4,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,2,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,as I thought every one of them was horrible.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
37,I didn't condone every statement the President made...,because I agreed with some of them.,2,S,F2,NEG,QD,didn't,every,Misinterprets meaning of â€œcondoneâ€,16,OP1_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,6,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,3,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I didn't condone every statement the President made...,as I thought every one of them was horrible.,4,S,F1,NEG,QD,didn't,every,,14,OP2_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
37,I condemned every statement the President made...,as I thought every one of them was horrible.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
37,I didn't condone every statement the President made...,because I agreed with some of them.,3,S,F2,NEG,QD,didn't,every,,16,OP1_wide
37,I condemned every statement the President made...,because I agreed with some of them.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,even though I was supposed to go to them.,7,S,F1,NEG,NMR,didn't,two,Sounds perfectly natural because it adds context to the first phrase.,14,OP2_wide
38,I avoided two resorts this summer...,even though I was supposed to go to them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I avoided two resorts this summer...,because I didn't go anywhere.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,2nd part is redundant,12,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,even though I was supposed to go to them.,7,S,F1,NEG,NMR,didn't,two,,14,OP2_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I avoided two resorts this summer...,because I didn't go anywhere.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,even though I was supposed to go to them.,6,S,F1,NEG,NMR,didn't,two,It's odd to specify two unless the second half was clarifying a number.,14,OP2_wide
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,6,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I avoided two resorts this summer...,even though I was supposed to go to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,even though I was supposed to go to them.,7,S,F1,NEG,NMR,didn't,two,,14,OP2_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,second phrase is not a logical reason,12,NA_CONTROL
38,I avoided two resorts this summer...,even though I was supposed to go to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"It makes sense, even if there's no context.",22,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,4,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I avoided two resorts this summer...,even though I was supposed to go to them.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I avoided two resorts this summer...,even though I was supposed to go to them.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,6,S,F2,NEG,NMR,didn't,two,"Natural, because again it sounds somewhat like a jokey thing to say.",15,OP1_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I avoided two resorts this summer...,because I didn't go anywhere.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,You would just say you didnâ€™t go anywhere. ,12,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,6,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I avoided two resorts this summer...,even though I was supposed to go to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,6,S,F2,NEG,NMR,didn't,two,It makes sense but doesn't feel like the most natural thing to say.,15,OP1_wide
38,I avoided two resorts this summer...,even though I was supposed to go to them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,OK,22,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,2,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,2,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,7,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I didn't travel to two ski resorts this summer...,even though I was supposed to go to them.,7,S,F1,NEG,NMR,didn't,two,,14,OP2_wide
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,3,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,2,S,F2,NEG,NMR,didn't,two,,15,OP1_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I didn't travel to two ski resorts this summer...,because I didn't go anywhere.,7,S,F2,NEG,NMR,didn't,two,Both negative,15,OP1_wide
38,I avoided two resorts this summer...,because I didn't go anywhere.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
38,I avoided two resorts this summer...,even though I was supposed to go to them.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I avoided two resorts this summer...,even though I was supposed to go to them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
38,I avoided two resorts this summer...,because I didn't go anywhere.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,You'd avoid more than two like that.,12,NA_CONTROL
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,If they had lost five games of thnnis they they would have played tennis ,17,NA_CONTROL
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,even though I was supposed to win them.,6,S,F1,NEG,NMR,didn't,five,,8,OP2_wide
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,4,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,6,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,5,S,F2,NEG,NMR,didn't,five,Somewhat natural.. could be said in a joking way.,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,even though I was supposed to win them.,7,S,F1,NEG,NMR,didn't,five,Perfect continuation. ,8,OP2_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,6,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Contradictory,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,5,S,F2,NEG,NMR,didn't,five,It makes sense but is rather clunky. ,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,even though I was supposed to win them.,6,S,F1,NEG,NMR,didn't,five,,8,OP2_wide
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,4,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,4,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,7,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,even though I was supposed to win them.,4,S,F1,NEG,NMR,didn't,five,,8,OP2_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,2,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,5,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,2,S,F2,NEG,NMR,didn't,five,,13,OP1_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
39,I lost five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
39,I didn't win five games of tennis on Saturday...,since I didn't play any tennis on Saturday.,7,S,F2,NEG,NMR,didn't,five,Both negative,13,OP1_wide
39,I didn't win five games of tennis on Saturday...,even though I was supposed to win them.,4,S,F1,NEG,NMR,didn't,five,,8,OP2_wide
39,I lost five games of tennis on Saturday...,even though I was supposed to win them.,2,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,23,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,no applications,13,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,6,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,6,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,2,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,1,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,7,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,6,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,4,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,4,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,5,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,6,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,6,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,This sounds normal to me.,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,1,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,2,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,6,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,4,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,2,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I accepted three applications for the job...,despite the fact that my boss told me to reject them.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
40,I didn't reject three applications for the job...,despite the fact that my boss told me to reject them.,7,S,F1,NEG,NMR,didn't,three ,,11,OP2_wide
40,I didn't reject three applications for the job...,because there were no applications in the first place.,7,S,F2,NEG,NMR,didn't,three ,,16,OP1_wide
40,I accepted three applications for the job...,because there were no applications in the first place.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
41,I sometimes see a carpenter from my window...,but it's a different one each time.,6,S,F2,QA,IND,sometimes,a/an,Makes sense,16,OP1_wide
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,5,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I sometimes see a carpenter from my window...,but it's a different one each time.,1,S,F2,QA,IND,sometimes,a/an,,16,OP1_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,5,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,4,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I sometimes see a carpenter from my window...,but it's a different one each time.,6,S,F2,QA,IND,sometimes,a/an,,16,OP1_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Sounds OK.,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,makes sense logically ,18,NA_CONTROL
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,4,S,F1,QA,IND,sometimes,a/an,"in practice the second phrase would be incorporated into the first if it was true ('I sometimes see my friend the carpenter from my window'), so the whole sentence sounds off",19,OP2_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I sometimes see a carpenter from my window...,but it's a different one each time.,7,S,F2,QA,IND,sometimes,a/an,,16,OP1_wide
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,6,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I sometimes see a carpenter from my window...,but it's a different one each time.,3,S,F2,QA,IND,sometimes,a/an,,16,OP1_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,7,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I sometimes see a carpenter from my window...,and I'm actually friends with that carpenter.,6,S,F1,QA,IND,sometimes,a/an,,19,OP2_wide
41,I saw a carpenter from my window...,but it's a different one each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,and I'm actually friends with that carpenter.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
41,I saw a carpenter from my window...,but it's a different one each time.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,17,NA_CONTROL
